序号,提交答卷时间,所用时间,来源,来自IP,1、您的年龄：,2、性别：,3、月收入:,4、职业：,5、学历：,6、居住地：,7、您的籍贯是否为湖南地区：,8、您是否线下观看过浏阳烟花,9、您认为传承浏阳烟花重要性：,10、您对浏阳烟花是否感兴趣：,11、您对于浏阳烟花是否了解：,12、您更喜欢哪一类浏阳烟花产品,13、您更喜欢哪种浏阳烟花演出形式,14、您对浏阳烟花的满意程度—造型,14、色彩,14、节奏,14、配乐,14、创意,14、主题,14、观赏环境,14、燃放效果,14、欣赏难度,14、宣传工作,14、价格,14、安全隐患,14、环保指标,15、您主要是通过哪些途径接触和了解到浏阳烟花的？(线下节庆现场观赏),15、(电视烟花晚会/直播),15、(短视频),15、(亲友同事分享),15、(线下/电商购买烟花),15、(新闻媒体报道),15、(文旅宣传/景区推荐),15、(其他（请注明）),15、(从未了解过),16、您认为浏阳烟花与哪些形式结合更利于它的传承与发展(文旅融合（烟花观赏＋景区游览）),16、(节庆赛事（烟花晚会＋特色节庆）),16、(数字传播（短视频＋直播实景）),16、(非遗科普（研学体验+文化讲解）),16、(文创开发（烟花周边＋文创产品）),16、(科技赋能（智能烟花+特效研发）),16、(跨界合作（影视综艺+品牌联名）),16、(其他（自填）),17、请选择符合您实际情况的选项—欣赏浏阳烟花非遗展演是文化素养的体现,17、观看浏阳烟花创意秀会给您带来愉悦体验,17、了解浏阳烟花会让您收获传统文化认知,17、参与浏阳烟花活动能助力其非遗传承与产业发展,18、请选择符合您实际情况的选项—家中长辈参与浏阳烟花非遗活动，会带动您参与,18、亲朋好友推荐浏阳烟花活动，会促使您一同参与,18、媒体对浏阳烟花的宣传，会吸引您关注相关活动,18、明星/博主推广浏阳烟花，会提升您的参与兴趣,19、请选择符合您实际情的选项—您有时间参与浏阳烟花非遗相关活动,19、您能承担浏阳烟花展演门票、文创产品的费用,19、您具备欣赏浏阳烟花非遗艺术特色的审美能力,20、请根据您的实际情况，选择最符合您态度的选项：—您愿意了解浏阳烟花的相关知识,20、您愿意参与免费的浏阳烟花相关活动,20、您愿意参与付费的浏阳烟花相关活动,20、您愿意对浏阳烟花进行宣传,21、在过去一年中，您参与以下浏阳烟花相关活动的频率为—现场观看浏阳烟花节、主题烟花秀或大型烟花无人机表演,21、通过短视频、直播平台观看浏阳烟花相关内容,21、关注与浏阳烟花相关的官方账号、媒体报道或纪录片,21、参观浏阳烟花博物馆、非遗工坊或生产展示基地,21、参与浏阳烟花主题的文旅活动、研学项目或文化节,21、购买或收藏浏阳烟花主题文创产品或纪念品,22、您可以接受一年内在浏阳烟花相关文化活动或产品上的支出为：,23、本题请选D,所用时间_数值
772,2026/2/27 16:54:37,140秒,微信,121.239.44.124(江苏-苏州),2,2,4,4,1,4,2,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,3,4,4,1,3,5,3,4,2,2,1,3,3,1,1,3,4,3,3,3,3,1,4,140
773,2026/2/27 16:54:46,195秒,微信,27.22.73.169(湖北-襄阳),3,1,2,2,4,2,1,2,3,3,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,2,2,2,2,3,4,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,4,195
774,2026/2/27 16:54:57,278秒,微信,42.179.219.162(辽宁-鞍山),2,2,4,2,2,9,1,2,2,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,3,3,3,3,2,5,3,2,1,2,4,2,2,1,3,2,2,2,2,2,2,4,4,278
775,2026/2/27 16:55:13,154秒,微信,183.142.49.213(浙江-湖州),2,1,4,2,3,9,2,1,4,4,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,5,5,5,5,4,4,5,4,5,4,5,3,2,3,2,4,5,4,4,4,3,1,4,154
776,2026/2/27 16:55:22,210秒,微信,116.208.196.123(湖北-随州),3,2,1,2,3,9,1,1,2,2,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,210
778,2026/2/27 16:58:32,234秒,微信,180.117.17.38(江苏-苏州),3,1,2,2,3,2,1,2,4,3,4.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,5,2,4,1,1,1,1,1,2,1,4,4,4,3,4,4,3,4,3,4,1,4,234
779,2026/2/27 16:58:44,162秒,微信,111.72.193.242(江西-鹰潭),2,2,2,3,2,8,1,1,4,4,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,4,4,4,5,3,2,4,5,4,4,4,4,4,4,3,4,3,4,4,4,4,1,4,162
780,2026/2/27 16:58:50,262秒,微信,123.182.59.25(河北-张家口),4,2,4,3,2,7,2,2,4,4,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,4,3,4,4,4,4,4,2,2,4,4,4,4,4,5,5,4,5,5,3,2,4,262
781,2026/2/27 16:59:08,279秒,微信,117.57.106.9(安徽-淮北),2,2,3,2,3,9,1,1,4,3,3.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,5,5,5,3,5,2,5,5,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,279
782,2026/2/27 16:59:16,267秒,微信,115.226.251.112(浙江-丽水),2,2,4,2,4,2,1,2,5,5,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,5,5,5,5,4,4,4,4,2,2,2,4,4,4,4,3,3,3,3,2,3,1,4,267
785,2026/2/27 16:59:47,280秒,微信,223.215.177.247(安徽-池州),4,2,3,2,2,9,1,2,2,2,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,1,3,2,3,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,4,280
786,2026/2/27 16:59:59,215秒,微信,59.56.213.44(福建-泉州),4,1,1,2,4,3,2,1,3,3,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,3,3,3,2,3,3,3,3,4,4,5,3,3,3,2,3,3,4,5,3,2,2,4,215
787,2026/2/27 17:00:08,273秒,微信,110.88.28.231(福建-三明),2,1,4,2,4,3,1,1,3,2,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,2,4,273
788,2026/2/27 17:00:22,178秒,微信,122.241.63.25(浙江-丽水),3,2,1,2,2,4,2,1,3,3,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,5,3,3,3,3,3,2,4,4,2,3,3,3,4,3,2,3,3,3,2,1,4,178
789,2026/2/27 17:00:32,177秒,微信,140.250.172.168(山东-济南),2,1,3,2,4,5,1,2,4,3,5.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,5,3,5,5,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,2,4,177
790,2026/2/27 17:00:43,235秒,微信,114.231.185.46(江苏-南通),2,1,3,2,4,5,1,1,4,4,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,5,2,4,4,4,2,4,235
791,2026/2/27 17:00:52,225秒,微信,180.103.244.203(江苏-苏州),2,1,3,2,2,5,1,1,5,5,5.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,5,4,5,4,5,5,5,5,4,4,3,3,4,4,4,4,5,5,4,4,225
792,2026/2/27 17:01:02,294秒,微信,183.165.225.156(安徽-池州),2,2,2,4,4,7,1,2,4,4,4.0,4.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,4,4,4,5,3,3,3,3,3,3,3,5,5,5,5,4,4,4,4,2,4,1,4,294
793,2026/2/27 17:01:15,275秒,微信,121.225.79.223(江苏-南京),3,2,4,2,4,9,1,1,3,3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,4,3,4,4,4,4,3,1,3,3,3,2,2,2,2,4,4,4,4,3,4,1,4,275
794,2026/2/27 17:01:26,264秒,微信,60.18.23.108(辽宁-抚顺),2,2,1,2,4,2,2,1,4,4,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,5,5,5,5,4,4,4,5,1,1,2,3,3,3,3,4,4,3,5,5,4,3,4,264
795,2026/2/27 17:01:39,261秒,微信,121.226.80.133(江苏-南通),3,1,2,2,4,9,1,1,5,5,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,4,4,261
796,2026/2/27 17:01:49,156秒,微信,182.132.25.82(四川-德阳),3,2,1,2,4,2,1,1,5,4,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,3,5,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,2,4,156
797,2026/2/27 17:02:00,226秒,微信,218.71.60.151(浙江-温州),3,2,4,2,4,2,2,1,4,4,5.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,4,4,3,4,4,5,4,2,2,2,5,5,5,3,4,5,4,5,1,3,2,4,226
798,2026/2/27 17:02:10,195秒,微信,60.18.98.56(辽宁-抚顺),3,1,3,2,3,6,1,2,5,5,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,4,3,3,5,5,5,5,4,2,3,4,4,4,2,3,3,3,3,3,2,2,4,195
799,2026/2/27 17:02:21,260秒,微信,27.150.84.27(福建-三明),2,1,3,2,3,9,1,1,5,5,5.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,3,3,3,4,4,2,3,4,4,3,3,4,5,4,5,5,5,5,4,5,5,1,4,260
800,2026/2/27 17:02:29,269秒,微信,115.208.78.194(浙江-湖州),2,1,3,2,3,9,2,1,4,4,3.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,2,1,1,5,5,5,5,3,4,3,3,2,4,3,3,4,4,3,3,3,4,4,269
801,2026/2/27 17:05:30,257秒,微信,175.162.212.234(辽宁-大连),3,2,2,2,2,4,1,2,3,3,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,5,5,5,4,3,4,3,3,3,2,1,1,2,1,5,5,5,4,5,4,2,4,257
802,2026/2/27 17:05:44,267秒,微信,175.175.220.84(辽宁-葫芦岛),2,2,2,2,3,9,2,1,4,5,3.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,5,3,3,5,3,3,3,4,4,4,3,4,4,4,2,2,3,2,2,2,1,2,4,267
804,2026/2/27 17:06:03,184秒,微信,110.90.100.71(福建-福州),4,1,2,2,3,2,1,2,2,2,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,2,4,1,1,1,1,2,3,2,2,3,2,2,1,1,1,1,2,1,1,4,184
806,2026/2/27 17:06:26,284秒,微信,121.224.32.227(江苏-苏州),2,1,2,2,4,2,1,2,5,4,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,3,3,3,3,3,3,2,3,5,5,5,5,3,5,5,4,4,4,2,4,4,4,4,284
807,2026/2/27 17:06:39,194秒,微信,58.208.10.80(江苏-苏州),2,2,3,2,4,2,2,1,3,3,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,3,3,2,4,3,3,3,4,3,3,3,1,1,1,1,4,4,4,4,4,4,1,4,194
808,2026/2/27 17:06:45,136秒,微信,223.247.46.202(安徽-池州),2,1,4,2,4,1,1,1,5,5,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,4,4,4,4,5,4,4,4,1,2,1,3,3,2,4,3,3,3,3,1,3,4,4,136
809,2026/2/27 17:06:55,299秒,微信,42.249.161.236(辽宁-鞍山),2,2,3,1,4,9,1,2,4,4,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,3,3,4,4,5,2,4,3,4,3,2,2,3,3,1,2,3,3,4,2,4,299
810,2026/2/27 17:07:03,152秒,微信,222.189.120.174(江苏-连云港),2,2,2,2,1,5,1,2,3,3,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,5,5,4,5,5,5,3,4,152
811,2026/2/27 17:10:04,200秒,微信,117.90.220.121(江苏-镇江),2,2,3,2,4,6,1,1,2,2,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,3,3,3,3,4,3,4,4,3,3,3,1,1,1,1,3,3,3,2,3,3,4,4,200
814,2026/2/27 17:10:30,247秒,微信,42.84.79.215(辽宁-大连),2,2,1,4,4,9,1,2,5,5,4.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,4,4,4,4,4,4,4,5,3,5,5,5,5,5,5,4,5,5,5,4,2,4,247
815,2026/2/27 17:10:40,238秒,微信,218.74.95.45(浙江-丽水),2,1,4,3,4,2,1,1,5,4,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,4,4,4,4,3,1,3,3,5,3,4,3,3,3,2,5,5,5,5,3,5,3,4,238
817,2026/2/27 17:11:00,299秒,微信,60.20.177.33(辽宁-大连),4,2,2,2,4,8,1,2,2,2,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,4,4,1,4,3,3,3,2,1,2,1,4,4,4,4,4,3,4,4,5,4,2,4,299
818,2026/2/27 17:11:10,251秒,微信,106.119.250.99(河北-唐山),3,2,2,2,2,9,1,1,5,5,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,5,5,5,5,4,4,4,3,3,3,1,5,1,5,5,3,3,4,4,3,2,2,4,251
819,2026/2/27 17:11:21,273秒,微信,183.166.1.208(安徽-淮南),2,1,2,1,4,9,1,2,4,4,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,5,3,5,4,4,4,4,3,4,3,5,1,2,1,2,2,2,1,2,2,2,1,4,273
820,2026/2/27 17:11:30,258秒,微信,221.233.53.74(湖北-襄阳),2,2,2,2,3,2,1,2,3,3,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,5,5,3,3,4,4,4,4,5,5,4,4,4,4,4,3,2,5,3,2,3,2,4,258
821,2026/2/27 17:11:43,190秒,微信,221.235.197.27(湖北-襄阳),2,2,2,3,5,6,1,2,2,2,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,2,2,2,2,1,2,1,4,4,4,4,1,1,2,1,1,1,1,4,190
822,2026/2/27 17:11:52,212秒,微信,49.72.47.159(江苏-苏州),4,1,2,2,4,2,1,1,5,5,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,4,1,2,4,212
823,2026/2/27 17:14:55,275秒,微信,117.90.220.106(江苏-镇江),3,2,2,3,3,1,1,2,3,3,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,4,275
825,2026/2/27 17:15:20,207秒,微信,221.235.197.13(湖北-襄阳),2,1,2,3,2,2,1,1,3,3,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,4,5,5,2,2,2,2,2,2,2,3,3,3,3,2,3,1,2,2,5,2,4,207
826,2026/2/27 17:15:27,276秒,微信,180.113.172.138(江苏-无锡),3,1,1,3,3,2,1,1,3,3,3.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,3,3,3,3,5,5,5,3,3,3,3,3,4,3,2,3,4,3,4,276
827,2026/2/27 17:15:39,269秒,微信,114.221.170.176(江苏-南京),3,1,2,2,2,5,2,2,5,5,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,5,3,5,5,4,4,4,5,4,4,5,3,3,5,3,5,5,3,4,4,5,5,4,269
829,2026/2/27 17:15:58,278秒,微信,60.167.20.186(安徽-芜湖),3,1,2,2,3,7,1,1,4,4,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,4,4,4,4,5,3,2,3,2,4,1,4,4,3,2,4,2,3,3,4,4,278
830,2026/2/27 17:16:12,161秒,微信,114.229.59.29(江苏-镇江),2,2,3,3,4,7,1,1,4,3,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,4,161
831,2026/2/27 17:16:28,201秒,微信,123.182.58.208(河北-张家口),4,1,4,2,4,9,1,1,5,4,5.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,4,201
832,2026/2/27 17:16:42,254秒,微信,49.64.186.69(江苏-苏州),3,2,2,2,3,6,1,1,4,4,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,5,4,5,5,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,3,3,4,254
833,2026/2/27 17:16:47,221秒,微信,121.204.16.233(福建-福州),4,1,2,2,1,1,1,1,5,5,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,1,1,5,1,1,1,1,4,221
835,2026/2/27 17:17:10,186秒,微信,223.247.42.168(安徽-池州),2,1,3,2,4,5,1,2,4,4,5.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,4,186
836,2026/2/27 17:17:32,152秒,微信,121.236.113.128(江苏-苏州),2,1,2,2,4,7,1,2,4,2,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,3,3,3,2,3,4,5,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,4,152
837,2026/2/27 17:17:39,253秒,微信,49.69.33.8(江苏-盐城),2,2,1,1,3,2,1,1,4,4,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,5,5,5,5,1,1,1,1,1,2,1,2,2,1,3,5,5,5,5,5,3,1,4,253
838,2026/2/27 17:17:47,204秒,微信,115.224.51.75(浙江-绍兴),2,1,3,3,3,4,1,2,5,5,5.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,204
839,2026/2/27 17:17:59,213秒,微信,183.47.94.200(广东-珠海),2,1,3,2,4,5,1,2,5,5,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,3,1,2,3,4,3,4,4,5,5,5,3,3,3,1,4,4,4,4,4,4,4,4,213
840,2026/2/27 17:20:59,212秒,微信,122.230.63.1(浙江-湖州),3,2,1,2,3,1,2,1,4,4,4.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,4,4,4,4,3,1,3,3,4,4,4,3,1,3,4,1,1,1,1,1,1,1,4,212
841,2026/2/27 17:21:20,147秒,微信,60.167.23.152(安徽-芜湖),2,2,2,2,3,6,1,1,3,3,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,5,5,2,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,5,4,3,4,147
842,2026/2/27 17:21:29,172秒,微信,58.212.155.149(江苏-南京),4,1,4,2,3,9,1,1,4,4,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5,5,4,2,2,3,4,4,5,3,1,3,1,1,5,5,4,5,4,5,3,4,172
843,2026/2/27 17:21:39,206秒,微信,114.224.150.248(江苏-无锡),2,2,1,2,3,2,1,1,4,5,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,3,1,3,3,3,3,3,3,3,3,2,3,2,2,5,5,4,5,2,3,4,4,206
844,2026/2/27 17:21:51,285秒,微信,60.184.54.67(浙江-湖州),3,2,2,2,3,5,1,1,5,5,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,4,5,3,4,4,4,4,4,4,5,4,5,5,5,4,4,3,4,5,4,4,1,4,285
